T550,x,y,lon,lat
1.0438,737,2575,-60.681268846794524,-3.4210639913626437
1.0438,737,2576,-60.681268846794524,-3.4210639913626437
1.1168,738,2546,-60.75188284661624,-3.4077139913963492
1.1118,738,2547,-60.749179846623065,-3.408329991394794
1.1068,738,2548,-60.746478846629884,-3.4089449913932413
1.1019,738,2549,-60.74377484663671,-3.409560991391686
1.0969,738,2550,-60.741067846643546,-3.4101769913901308
1.0969,738,2551,-60.741067846643546,-3.4101769913901308
1.0919,738,2552,-60.73836084665038,-3.410793991388573
1.0869,738,2553,-60.735669846657174,-3.4114069913870253
1.0323,738,2565,-60.706014846732046,-3.4181599913699756
1.0273,738,2566,-60.70332384673884,-3.418772991368428
1.0273,738,2567,-60.70332384673884,-3.418772991368428
1.0296,738,2568,-60.70063184674564,-3.4193859913668803
1.0318,738,2569,-60.697942846752426,-3.419997991365335
1.0340999,738,2570,-60.69526684675918,-3.4206069913637975
1.0363,738,2571,-60.692567846765996,-3.421221991362245
1.0386,738,2572,-60.68988184677278,-3.421832991360702
1.0408,738,2573,-60.68719884677955,-3.4224439913591596
1.0431,738,2574,-60.6845258467863,-3.423052991357622
1.0453,738,2575,-60.68185284679305,-3.423660991356087
1.1051999,739,2543,-60.76110284659296,-3.413381991382039
1.1178,739,2544,-60.75788484660109,-3.409076991392908
1.1043999,739,2547,-60.74976884662158,-3.4109259913882397
1.0999,739,2548,-60.74706984662839,-3.4115399913866895
1.0954,739,2549,-60.74436684663522,-3.4121559913851343
1.0909,739,2550,-60.74165684664206,-3.4127729913835765
1.0909,739,2551,-60.74165684664206,-3.4127729913835765
1.0864,739,2552,-60.738948846648896,-3.4133899913820187
1.0819,739,2553,-60.736255846655695,-3.414002991380471
1.0774,739,2554,-60.73357584666246,-3.4146139913789284
1.0368999,739,2564,-60.70930184672375,-3.420140991364974
1.0324,739,2565,-60.70659484673058,-3.4207579913634163
1.028,739,2566,-60.703903846737376,-3.4213709913618686
1.028,739,2567,-60.703903846737376,-3.4213709913618686
1.0303,739,2568,-60.701214846744165,-3.4219829913603235
1.0327,739,2569,-60.69852684675095,-3.4225949913587783
1.035,739,2570,-60.69583784675774,-3.423206991357233
1.0374,739,2571,-60.69315284676452,-3.423818991355688
1.0397999,739,2572,-60.690468846771296,-3.4244299913541454
1.0421,739,2573,-60.68778684677807,-3.4250399913526053
1.0445,739,2574,-60.68511184678482,-3.4256489913510677
1.0468,739,2575,-60.682436846791575,-3.42625799134953
1.0976,740,2541,-60.76708884657785,-3.4147509913785825
1.0981,740,2542,-60.76438984658466,-3.415363991377035
1.109,740,2544,-60.75847084659961,-3.411673991386351
1.105,740,2545,-60.75576884660643,-3.4122889913847985
1.0969,740,2547,-60.750375846620045,-3.413516991381698
1.0889,740,2549,-60.744945846633755,-3.414753991378575
1.0849,740,2550,-60.742240846640584,-3.4153699913770197
1.0849,740,2551,-60.742240846640584,-3.4153699913770197
1.0807999,740,2552,-60.7395408466474,-3.415984991375467
1.0768,740,2553,-60.7368488466542,-3.4165979913739193
1.0366,740,2564,-60.709896846722245,-3.4227359913584223
1.0325999,740,2565,-60.70719284672907,-3.4233509913568696
1.0286,740,2566,-60.70449184673589,-3.4239669913553143
1.0286,740,2567,-60.70449184673589,-3.4239669913553143
1.031,740,2568,-60.701800846742685,-3.424578991353769
1.0335,740,2569,-60.69911084674948,-3.4251919913522215
1.036,740,2570,-60.69642084675627,-3.4258039913506764
1.0385,740,2571,-60.693736846763045,-3.426415991349131
1.0409,740,2572,-60.691055846769814,-3.427025991347591
1.0433999,740,2573,-60.68837584677658,-3.427635991346051
1.0459,740,2574,-60.68569884678334,-3.428245991344511
1.0921,741,2541,-60.76767384657637,-3.4173469913720282
1.1000999,741,2544,-60.75903984659817,-3.414273991379787
1.0965999,741,2545,-60.756333846605,-3.4148899913782316
1.0895,741,2547,-60.7509488466186,-3.4161169913751337
1.086,741,2548,-60.74824584662542,-3.416731991373581
1.0824,741,2549,-60.74551884663231,-3.417352991372013
1.0789,741,2550,-60.742822846639115,-3.4179679913704604
1.0789,741,2551,-60.742822846639115,-3.4179679913704604
1.0753,741,2552,-60.740129846645914,-3.4185809913689127
1.0718,741,2553,-60.7374418466527,-3.4191929913673675
1.0397999,741,2563,-60.71318284671395,-3.424716991353421
1.0363,741,2564,-60.71047984672077,-3.4253329913518655
1.0327,741,2565,-60.70777884672759,-3.425947991350313
1.0292,741,2566,-60.70507984673441,-3.42656299134876
1.0292,741,2567,-60.70507984673441,-3.42656299134876
1.0318,741,2568,-60.702386846741206,-3.4271759913472124
1.0344,741,2569,-60.699695846748,-3.4277889913456647
1.0368999,741,2570,-60.697004846754794,-3.4284009913441196
1.0395,741,2571,-60.69431984676157,-3.4290129913425744
1.0421,741,2572,-60.69164084676834,-3.4296229913410343
1.0447,741,2573,-60.6889628467751,-3.4302319913394967
1.0473,741,2574,-60.68628584678186,-3.4308419913379566
1.0864999,742,2541,-60.76825984657489,-3.4199439913654714
1.0853,742,2543,-60.76285084658855,-3.421173991362366
1.0913,742,2544,-60.759619846596706,-3.4168719913732275
1.0882,742,2545,-60.75691184660354,-3.4174889913716697
1.0850999,742,2546,-60.754201846610385,-3.418105991370112
1.0820999,742,2547,-60.75152184661715,-3.418715991368572
1.079,742,2548,-60.748818846623976,-3.4193319913670166
1.0759,742,2549,-60.7461148466308,-3.4199479913654613
1.0728999,742,2550,-60.74339984663766,-3.420565991363901
1.0728999,742,2551,-60.74339984663766,-3.420565991363901
1.0698,742,2552,-60.740715846644434,-3.4211769913623584
1.0667,742,2553,-60.73803284665121,-3.421787991360816
1.0389999,742,2563,-60.71376484671248,-3.4273149913468615
1.036,742,2564,-60.7110618467193,-3.4279299913453087
1.0329,742,2565,-60.708363846726115,-3.428544991343756
1.0297999,742,2566,-60.70566784673292,-3.429158991342206
1.0297999,742,2567,-60.70566784673292,-3.429158991342206
1.0325,742,2568,-60.70297184673973,-3.4297729913406556
1.0352,742,2569,-60.700279846746525,-3.430385991339108
1.0379,742,2570,-60.69758884675332,-3.430997991337563
1.0406,742,2571,-60.6949028467601,-3.4316099913360176
1.0433,742,2572,-60.69222584676686,-3.43221899133448
1.046,742,2573,-60.689550846773614,-3.43282899133294
1.0487,742,2574,-60.68687384678037,-3.4334379913314024
1.0820999,743,2540,-60.771557846566566,-3.4219239913604724
1.081,743,2541,-60.76884784657341,-3.422539991358917
1.0787,743,2543,-60.763430846587084,-3.4237719913558067
1.0824,743,2544,-60.76020184659524,-3.4194689913666707
1.0798,743,2545,-60.757489846602084,-3.4200869913651104
1.0771999,743,2546,-60.75477784660893,-3.42070499136355
1.0746,743,2547,-60.75207384661576,-3.421320991361995
1.072,743,2548,-60.749373846622575,-3.4219349913604447
1.0694,743,2549,-60.74667784662938,-3.422549991358892
1.0668,743,2550,-60.74398984663617,-3.423161991357347
1.0668,743,2551,-60.74398984663617,-3.423161991357347
1.0641999,743,2552,-60.74130484664295,-3.423772991355804
1.0382,743,2563,-60.71434684671101,-3.4299119913403047
1.0356,743,2564,-60.7116178467179,-3.4305339913387343
1.033,743,2565,-60.70892084672471,-3.431147991337184
1.0303999,743,2566,-60.70622384673152,-3.431761991335634
1.0303999,743,2567,-60.70622384673152,-3.431761991335634
1.0332,743,2568,-60.703551846738264,-3.4323709913340963
1.036,743,2569,-60.70086084674506,-3.432982991332551
1.0388,743,2570,-60.69817184675185,-3.433594991331006
1.0416,743,2571,-60.69548584675863,-3.434206991329461
1.0444,743,2572,-60.69281084676538,-3.4348159913279233
1.0472,743,2573,-60.690136846772134,-3.4354249913263857
1.0770999,744,2540,-60.77215084656507,-3.424517991353923
1.0735999,744,2544,-60.76078384659377,-3.422065991360114
1.0715,744,2545,-60.758071846600615,-3.4226839913585536
1.0692999,744,2546,-60.75535984660746,-3.4233019913569933
1.0672,744,2547,-60.75265584661429,-3.423917991355438
1.0651,744,2548,-60.74996184662109,-3.4245309913538904
1.063,744,2549,-60.74726984662789,-3.42514499135234
1.0608,744,2550,-60.744580846634676,-3.425756991350795
1.0608,744,2551,-60.744580846634676,-3.425756991350795
1.0587,744,2552,-60.74189384664146,-3.42636899134925
1.0374,744,2563,-60.71492484670955,-3.432510991333743
1.0353,744,2564,-60.71219484671644,-3.433131991332175
1.0332,744,2565,-60.70949884672325,-3.4337459913306247
1.0310999,744,2566,-60.70680184673006,-3.4343599913290745
1.0310999,744,2567,-60.70680184673006,-3.4343599913290745
1.0339999,744,2568,-60.704129846736805,-3.434968991327537
1.0368999,744,2569,-60.70144184674359,-3.435580991325992
1.0397999,744,2570,-60.698754846750376,-3.4361929913244467
1.0426999,744,2571,-60.69606884675716,-3.436803991322904
1.0455999,744,2572,-60.69339484676391,-3.4374129913213665
1.0485,744,2573,-60.6907438467706,-3.4380169913198415
1.0722,745,2540,-60.77274084656358,-3.427113991347369
1.0698999,745,2541,-60.77003084657042,-3.4277299913458137
1.0654,745,2543,-60.76459584658414,-3.428965991342693
1.0647,745,2544,-60.7613658465923,-3.4246639913535546
1.0631,745,2545,-60.75865284659915,-3.4252819913519943
1.0613999,745,2546,-60.755940846605995,-3.4258989913504365
1.0598,745,2547,-60.753235846612824,-3.4265149913488813
1.0581,745,2548,-60.75054684661961,-3.4271279913473336
1.0565,745,2549,-60.7478598466264,-3.4277399913457884
1.0547999,745,2550,-60.74517384663318,-3.4283519913442433
1.0547999,745,2551,-60.74517384663318,-3.4283519913442433
1.0532,745,2552,-60.74248484663997,-3.428963991342698
1.0382999,745,2562,-60.718210846701254,-3.4344919913287413
1.0366,745,2563,-60.71550284670809,-3.4351089913271835
1.035,745,2564,-60.712795846714926,-3.4357249913256283
1.0332999,745,2565,-60.71007584672179,-3.436344991324063
1.0317,745,2566,-60.7073808467286,-3.4369589913225127
1.0317,745,2567,-60.7073808467286,-3.4369589913225127
1.0346999,745,2568,-60.70470984673534,-3.4375669913209776
1.0376999,745,2569,-60.702034846742094,-3.43817599131944
1.0407,745,2570,-60.69935084674887,-3.4387869913178974
1.0438,745,2571,-60.69666684675565,-3.439397991316355
1.0468,745,2572,-60.694001846762376,-3.4400049913148223
1.0672,746,2539,-60.77331584656213,-3.429712991340807
1.0672,746,2540,-60.77331584656213,-3.429712991340807
1.0644,746,2541,-60.770622846568926,-3.430324991339262
1.0588,746,2543,-60.765181846582664,-3.431561991336139
1.0559,746,2544,-60.76194684659083,-3.427260991346998
1.0547,746,2545,-60.75923484659768,-3.4278789913454375
1.0534999,746,2546,-60.756522846604526,-3.428496991343877
1.0524,746,2547,-60.75381484661136,-3.4291139913423194
1.0512,746,2548,-60.75113084661814,-3.429724991340777
1.05,746,2549,-60.74844784662491,-3.430335991339234
1.0488,746,2550,-60.74576384663169,-3.4309469913376915
1.0488,746,2551,-60.74576384663169,-3.4309469913376915
1.0465,746,2553,-60.740382846645275,-3.432172991334596
1.037,746,2562,-60.7187878466998,-3.4370909913221794
1.0358,746,2563,-60.71608084670663,-3.437706991320624
1.0346999,746,2564,-60.71337584671346,-3.438322991319069
1.0335,746,2565,-60.71067984672027,-3.4389369913175187
1.0323,746,2566,-60.707987846727065,-3.439549991315971
1.0323,746,2567,-60.707987846727065,-3.439549991315971
1.0354,746,2568,-60.705297846733856,-3.4401629913144234
1.0386,746,2569,-60.70262284674061,-3.440771991312886
1.0417,746,2570,-60.699938846747386,-3.441382991311343
1.0447999,746,2571,-60.69725484675416,-3.4419939913098005
1.048,746,2572,-60.6945868467609,-3.4426019913082655
1.0622,747,2539,-60.77390184656065,-3.432308991334253
1.0622,747,2540,-60.77390184656065,-3.432308991334253
1.0588,747,2541,-60.771197846567475,-3.4329239913327
1.0521,747,2543,-60.76576884658118,-3.434158991329582
1.0469999,747,2544,-60.76252984658936,-3.429857991340441
1.0462999,747,2545,-60.7598208465962,-3.4304759913388807
1.0455999,747,2546,-60.75711384660303,-3.4310919913373255
1.0449,747,2547,-60.75440884660986,-3.43170799133577
1.0442,747,2548,-60.751722846616644,-3.432319991334225
1.0435,747,2549,-60.749036846623426,-3.43293199133268
1.0428,747,2550,-60.74635084663021,-3.4335429913311373
1.0428,747,2551,-60.74635084663021,-3.4335429913311373
1.0364,747,2561,-60.7220748466915,-3.439071991317178
1.0357,747,2562,-60.719366846698335,-3.43968899131562
1.035,747,2563,-60.716661846705165,-3.440304991314065
1.0343,747,2564,-60.71395884671199,-3.4409209913125096
1.0336,747,2565,-60.7112618467188,-3.4415349913109594
1.0329,747,2566,-60.70857284672559,-3.4421469913094143
1.0329,747,2567,-60.70857284672559,-3.4421469913094143
1.0361999,747,2568,-60.70588584673237,-3.442758991307869
1.0394,747,2569,-60.70321184673912,-3.4433679913063315
1.0426999,747,2570,-60.7005268467459,-3.443978991304789
1.0459,747,2571,-60.69784284675268,-3.4445899913032463
1.0490999,747,2572,-60.69517184675942,-3.4451979913017112
1.0572,748,2539,-60.77448784655917,-3.434905991327696
1.0572,748,2540,-60.77448784655917,-3.434905991327696
1.0454999,748,2543,-60.7663558465797,-3.4367549913230278
1.0382,748,2544,-60.76311484658788,-3.432454991333884
1.038,748,2545,-60.760408846594714,-3.4330719913323264
1.0376999,748,2546,-60.75770584660154,-3.4336869913307737
1.0375,748,2547,-60.75500484660836,-3.434301991329221
1.0373,748,2548,-60.75231484661515,-3.4349149913276733
1.037,748,2549,-60.749626846621936,-3.435526991326128
1.0366,748,2552,-60.74424984663551,-3.4367519913230353
1.0346999,748,2561,-60.722654846690034,-3.4416699913106186
1.0345,748,2562,-60.719945846696874,-3.442286991309061
1.0342,748,2563,-60.7172428467037,-3.4429029913075055
1.0339999,748,2564,-60.71454084671052,-3.443517991305953
1.0338,748,2565,-60.71184284671733,-3.4441319913044026
1.0335,748,2566,-60.70915684672411,-3.4447439913028575
1.0335,748,2567,-60.70915684672411,-3.4447439913028575
1.0368999,748,2568,-60.70647184673089,-3.445354991301315
1.0402,748,2569,-60.70381184673761,-3.445960991299785
1.0436,748,2570,-60.70112584674439,-3.4465729912982397
1.0469999,748,2571,-60.69843884675117,-3.447183991296697
1.0476999,749,2541,-60.772381846564485,-3.4381139913195966
1.0389,749,2543,-60.766943846578215,-3.4393509913164735
1.0293,749,2544,-60.763699846586405,-3.4350519913273274
1.0296,749,2545,-60.760994846593235,-3.435667991325772
1.0297999,749,2546,-60.75829584660005,-3.4362829913242194
1.0301,749,2547,-60.755599846606856,-3.4368969913226692
1.0303,749,2548,-60.75290784661365,-3.4375099913211216
1.0306,749,2549,-60.75021684662045,-3.438122991319574
1.0308,749,2550,-60.74752584662724,-3.438735991318026
1.0308,749,2551,-60.74752584662724,-3.438735991318026
1.031,749,2552,-60.74485984663397,-3.4393429913164937
1.033,749,2561,-60.723236846688565,-3.4442679913040593
1.0332,749,2562,-60.720523846695414,-3.4448849913025015
1.0333999,749,2563,-60.717821846702236,-3.4455009913009462
1.0337,749,2564,-60.71512284670905,-3.446114991299396
1.0339,749,2565,-60.71242584671586,-3.4467299912978433
1.0342,749,2566,-60.709741846722636,-3.4473409912963007
1.0342,749,2567,-60.709741846722636,-3.4473409912963007
1.0375999,749,2568,-60.70705784672941,-3.447951991294758
1.0411,749,2569,-60.70437284673619,-3.4485629912932154
1.0446,749,2570,-60.70170884674292,-3.449169991291683
1.048,749,2571,-60.6990228467497,-3.4497819912901377
1.0618,750,2537,-60.78107384654254,-3.4388669913176955
1.0527999,750,2539,-60.77567184655618,-3.4400959913145925
1.0527999,750,2540,-60.77567184655618,-3.4400959913145925
1.0483,750,2541,-60.77296484656301,-3.44071099131304
1.0275,750,2544,-60.76428684658492,-3.437647991320773
1.028,750,2545,-60.76157984659176,-3.4382649913192154
1.0286,750,2546,-60.75888284659857,-3.438878991317665
1.0292,750,2547,-60.75618784660537,-3.439492991316115
1.0296999,750,2548,-60.75349384661217,-3.4401059913145673
1.0303,750,2549,-60.75080284661897,-3.4407189913130196
1.0354,750,2560,-60.72653384668024,-3.4462469912990628
1.036,750,2561,-60.72381984668709,-3.4468649912975025
1.0366,750,2562,-60.72110884669394,-3.4474819912959447
1.0371,750,2563,-60.718408846700754,-3.448096991294392
1.0376999,750,2564,-60.71571184670756,-3.4487109912928418
1.0382999,750,2565,-60.71301584671437,-3.4493249912912916
1.0388,750,2566,-60.710328846721154,-3.4499369912897464
1.0388,750,2567,-60.710328846721154,-3.4499369912897464
1.0418999,750,2568,-60.707642846727936,-3.4505489912882013
1.045,750,2569,-60.704957846734715,-3.4511599912866586
1.048,750,2570,-60.70229284674144,-3.451766991285126
1.0511,750,2571,-60.69960584674823,-3.452378991283581
1.0670999,751,2536,-60.78437384653421,-3.4408489913126914
1.0625,751,2537,-60.781665846541046,-3.441464991311136
1.0533999,751,2539,-60.77626084655469,-3.442693991308033
1.0533999,751,2540,-60.77626084655469,-3.442693991308033
1.0489,751,2541,-60.773550846561534,-3.443309991306478
1.0397,751,2543,-60.76811884657525,-3.44454499130336
1.0256,751,2544,-60.764875846583436,-3.440245991314214
1.0265,751,2545,-60.762166846590276,-3.440862991312656
1.0274,751,2546,-60.75947084659708,-3.441476991311106
1.0282999,751,2547,-60.75677484660389,-3.4420909913095556
1.0292,751,2548,-60.75407984661069,-3.4427049913080054
1.0301,751,2549,-60.75138884661749,-3.4433179913064578
1.031,751,2550,-60.74869884662428,-3.44393099130491
1.031,751,2551,-60.74869884662428,-3.44393099130491
1.0381,751,2560,-60.72711584667877,-3.448845991292501
1.0389999,751,2561,-60.72440584668561,-3.4494639912909406
1.0399,751,2562,-60.72169684669245,-3.4500799912893854
1.0408,751,2563,-60.71899684669927,-3.4506949912878326
1.0417,751,2564,-60.716300846706076,-3.4513089912862824
1.0425999,751,2565,-60.71360684671288,-3.4519229912847322
1.0435,751,2566,-60.71091684671967,-3.452534991283187
1.0435,751,2567,-60.71091684671967,-3.452534991283187
1.0461999,751,2568,-60.708229846726454,-3.453146991281642
1.0488,751,2569,-60.70554284673324,-3.453758991280097
1.0515,751,2570,-60.702878846739964,-3.4543659912785643
1.0679,752,2536,-60.784965846532714,-3.4434439913061397
1.054,752,2539,-60.7768508465532,-3.4452889913014815
1.054,752,2540,-60.7768508465532,-3.4452889913014815
1.0402,752,2543,-60.76870484657377,-3.4471409912968056
1.0237,752,2544,-60.76546484658195,-3.442840991307662
1.0249,752,2545,-60.76275484658879,-3.443458991306102
1.0260999,752,2546,-60.7600578465956,-3.4440729913045516
1.0274,752,2547,-60.75736184660241,-3.4446869913030014
1.0286,752,2548,-60.75466684660921,-3.445300991301451
1.0297999,752,2549,-60.75197484661601,-3.4459139912999035
1.0396,752,2558,-60.73040384667047,-3.4508269912874994
1.0396,752,2559,-60.73040384667047,-3.4508269912874994
1.0408,752,2560,-60.72769584667731,-3.4514439912859416
1.0421,752,2561,-60.72498884668414,-3.452060991284384
1.0433,752,2562,-60.72228384669097,-3.4526769912828286
1.0445,752,2563,-60.719584846697785,-3.4532909912812784
1.0457,752,2564,-60.71688984670459,-3.453904991279728
1.0469999,752,2565,-60.71419584671139,-3.4545179912781805
1.0482,752,2566,-60.71148184671824,-3.4551369912766177
1.0482,752,2567,-60.71148184671824,-3.4551369912766177
1.0504999,752,2568,-60.70879384672503,-3.4557489912750725
1.0526999,752,2569,-60.706106846731814,-3.45635999127353
1.055,752,2570,-60.70346584673848,-3.45696199127201
1.0734,753,2535,-60.788268846524375,-3.4454219913011457
1.0687,753,2536,-60.78556884653119,-3.4460359912995955
1.0594,753,2538,-60.78014984654487,-3.447267991296485
1.0547,753,2539,-60.77743784655172,-3.447884991294927
1.0547,753,2540,-60.77743784655172,-3.447884991294927
1.0453,753,2542,-60.77200784656543,-3.449119991291809
1.0406,753,2543,-60.76929084657229,-3.449737991290249
1.0217999,753,2544,-60.766052846580465,-3.445436991301108
1.0234,753,2545,-60.763343846587304,-3.44605399129955
1.0249,753,2546,-60.76066884659406,-3.44666399129801
1.0265,753,2547,-60.757972846600865,-3.4472779912964597
1.028,753,2548,-60.75527684660767,-3.4478919912949095
1.0296,753,2549,-60.75255984661453,-3.4485109912933467
1.0435,753,2560,-60.72827384667585,-3.4540419912793823
1.0451,753,2561,-60.72554784668273,-3.4546629912778144
1.0467,753,2562,-60.722844846689554,-3.4552779912762617
1.0482,753,2563,-60.72016884669631,-3.4558879912747216
1.0497999,753,2564,-60.71747484670311,-3.4565019912731714
1.0512999,753,2565,-60.71478184670991,-3.4571149912716237
1.0529,753,2566,-60.712066846716766,-3.4577329912700634
1.0529,753,2567,-60.712066846716766,-3.4577329912700634
1.0547,753,2568,-60.70937984672355,-3.4583449912685182
1.0566,753,2569,-60.70669384673033,-3.458956991266973
1.0791,754,2534,-60.79158884651599,-3.447395991296162
1.0742999,754,2535,-60.78886884652286,-3.448014991294599
1.0696,754,2536,-60.786153846529714,-3.448631991293041
1.0553,754,2539,-60.77802384655024,-3.450480991288373
1.0553,754,2540,-60.77802384655024,-3.450480991288373
1.0504999,754,2541,-60.7753078465571,-3.4510989912868126
1.041,754,2543,-60.76987584657081,-3.4523339912836946
1.0199,754,2544,-60.76663984657898,-3.4480329912945535
1.0217999,754,2545,-60.76393284658582,-3.4486499912929958
1.0237,754,2546,-60.761255846592576,-3.4492599912914557
1.0256,754,2547,-60.758558846599385,-3.4498739912899055
1.0274,754,2548,-60.755861846606194,-3.4504879912883553
1.0293,754,2549,-60.75314384661306,-3.4511069912867924
1.0311999,754,2550,-60.75045684661984,-3.4517189912852473
1.0311999,754,2551,-60.75045684661984,-3.4517189912852473
1.0444,754,2558,-60.731589846667475,-3.456016991274396
1.0444,754,2559,-60.731589846667475,-3.456016991274396
1.0462999,754,2560,-60.72883184667444,-3.4566449912728103
1.0481,754,2561,-60.72612984668126,-3.4572599912712576
1.05,754,2562,-60.72342884668808,-3.457874991269705
1.0519,754,2563,-60.72075184669484,-3.4584849912681648
1.0538,754,2564,-60.71805784670164,-3.459097991266617
1.0557,754,2565,-60.71536584670844,-3.4597109912650694
1.0575,754,2566,-60.71267484671523,-3.4603239912635217
1.0575,754,2567,-60.71267484671523,-3.4603239912635217
1.059,754,2568,-60.70996584672207,-3.460940991261964
1.0605,754,2569,-60.70727984672885,-3.461552991260419
1.0799999,755,2534,-60.792173846514515,-3.449992991289605
1.0752,755,2535,-60.78945484652138,-3.4506109912880447
1.0704,755,2536,-60.78673884652824,-3.4512289912864844
1.0559,755,2539,-60.77861084654876,-3.4530769912818187
1.0559,755,2540,-60.77861084654876,-3.4530769912818187
1.0414,755,2543,-60.77046184656933,-3.4549309912771378
1.018,755,2544,-60.7672268465775,-3.4506289912879993
1.0202,755,2545,-60.76452084658433,-3.4512459912864415
1.0224,755,2546,-60.761842846591094,-3.4518559912849014
1.0246999,755,2547,-60.759144846597906,-3.452469991283351
1.0268999,755,2548,-60.756447846604715,-3.4530849912817985
1.0291,755,2549,-60.75372784661158,-3.4537039912802356
1.0468,755,2558,-60.732173846666,-3.4586129912678416
1.0468,755,2559,-60.732173846666,-3.4586129912678416
1.049,755,2560,-60.72946184667285,-3.4592309912662813
1.0512,755,2561,-60.72671284667979,-3.459856991264701
1.0533999,755,2562,-60.72401184668661,-3.460471991263148
1.0555999,755,2563,-60.721311846693425,-3.4610869912615954
1.0577999,755,2564,-60.718641846700166,-3.4616949912600603
1.06,755,2565,-60.71595084670696,-3.4623079912585126
1.0622,755,2566,-60.71324984671378,-3.46292299125696
1.0622,755,2567,-60.71324984671378,-3.46292299125696
1.0633,755,2568,-60.710573846720536,-3.46353299125542
1.0643,755,2569,-60.707888846727315,-3.464143991253877
1.0857999,756,2533,-60.795476846506176,-3.451970991284611
1.081,756,2534,-60.79275784651304,-3.4525889912830507
1.0761,756,2535,-60.7900398465199,-3.4532069912814904
1.0712,756,2536,-60.78732484652676,-3.45382499127993
1.0662999,756,2537,-60.78462684653357,-3.4544379912783825
1.0613999,756,2538,-60.78191884654041,-3.455053991276827
1.0565,756,2539,-60.77921184654724,-3.455669991275272
1.0565,756,2540,-60.77921184654724,-3.455669991275272
1.0468,756,2542,-60.77378984656093,-3.456902991272159
1.0418999,756,2543,-60.77107384656779,-3.4575209912705986
1.0160999,756,2544,-60.76781284657602,-3.453224991281445
1.0187,756,2545,-60.76510884658285,-3.4538409912798897
1.0212,756,2546,-60.76240584658967,-3.4544569912783345
1.0238,756,2547,-60.75970984659648,-3.4550709912767843
1.0263,756,2548,-60.75701484660328,-3.455684991275234
1.0490999,756,2558,-60.732758846664524,-3.461209991261285
1.0490999,756,2559,-60.732758846664524,-3.461209991261285
1.0517,756,2560,-60.73004584667137,-3.4618279912597245
1.0541999,756,2561,-60.72729484667832,-3.4624549912581415
1.0568,756,2562,-60.724618846685075,-3.463063991256604
1.0593,756,2563,-60.72192084669189,-3.4636779912550537
1.0618,756,2564,-60.719216846698714,-3.4642939912534985
1.0644,756,2565,-60.716526846705506,-3.464906991251951
1.0669,756,2566,-60.713837846712295,-3.4655189912504056
1.0669,756,2567,-60.713837846712295,-3.4655189912504056
1.0676,756,2568,-60.71116184671905,-3.466127991248868
1.0918,757,2532,-60.79878284649783,-3.4539479912796196
1.0868,757,2533,-60.796059846504704,-3.4545679912780543
1.0819,757,2534,-60.79334184651157,-3.455185991276494
1.077,757,2535,-60.79062684651842,-3.455802991274936
1.072,757,2536,-60.78791284652527,-3.456420991273376
1.0670999,757,2537,-60.78521584653208,-3.457033991271828
1.0620999,757,2538,-60.78250684653892,-3.457649991270273
1.0572,757,2539,-60.77979884654576,-3.4582659912687177
1.0572,757,2540,-60.77979884654576,-3.4582659912687177
1.0473,757,2542,-60.774377846559446,-3.4594989912656047
1.0423,757,2543,-60.7716618465663,-3.4601169912640444
1.0142,757,2544,-60.768400846574536,-3.4558209912748907
1.0171,757,2545,-60.765699846581356,-3.4564369912733355
1.02,757,2546,-60.76299984658817,-3.4570519912717828
1.0228,757,2547,-60.76030384659498,-3.4576659912702326
1.0257,757,2548,-60.75761084660178,-3.458278991268685
1.0515,757,2558,-60.73331884666311,-3.4638119912547154
1.0515,757,2559,-60.73331884666311,-3.4638119912547154
1.0544,757,2560,-60.73060684666996,-3.464429991253155
1.0573,757,2561,-60.727902846676784,-3.4650459912516
1.0601,757,2562,-60.725204846683596,-3.4656599912500496
1.063,757,2563,-60.7225088466904,-3.4662739912484994
1.0659,757,2564,-60.71980384669723,-3.466889991246944
1.0687,757,2565,-60.71711484670402,-3.4675029912453965
1.0716,757,2566,-60.71442684671081,-3.4681149912438514
1.0716,757,2567,-60.71442684671081,-3.4681149912438514
1.0718,757,2568,-60.71174984671757,-3.468723991242314
1.0928999,758,2532,-60.79936984649635,-3.4565439912730653
1.0878999,758,2533,-60.79664684650322,-3.4571639912715
1.0828,758,2534,-60.793928846510084,-3.4577819912699397
1.0777999,758,2535,-60.791215846516934,-3.458398991268382
1.0727999,758,2536,-60.788501846523786,-3.459015991266824
1.0677999,758,2537,-60.7858038465306,-3.459629991265274
1.0627999,758,2538,-60.78309484653744,-3.4602459912637187
1.0478,758,2542,-60.77496684655796,-3.462093991259053
1.0426999,758,2543,-60.77222584656488,-3.4627179912574775
1.0124,758,2544,-60.76898984657305,-3.4584169912683365
1.0156,758,2545,-60.766290846579864,-3.4590319912667837
1.0539,758,2558,-60.733898846661646,-3.466409991248156
1.0539,758,2559,-60.733898846661646,-3.466409991248156
1.0570999,758,2560,-60.73119084666848,-3.4670269912465983
1.0603,758,2561,-60.72848584667531,-3.467642991245043
1.0634999,758,2562,-60.725790846682116,-3.468256991243493
1.0667,758,2563,-60.72309584668892,-3.468869991241945
1.0698999,758,2564,-60.72039184669575,-3.46948599124039
1.0731,758,2565,-60.71770284670254,-3.4700979912388448
1.0763,758,2566,-60.71501484670932,-3.470710991237297
1.0763,758,2567,-60.71501484670932,-3.470710991237297
1.0939,759,2531,-60.79995784649486,-3.459139991266511
