,strdate,dttime,B8m,B8kd.min,B8kd.max,kde.flag,T865m,T865.kd.min,T865.kd.max
147,20170128T133451,2017-01-28 13:34:51,,,,False,,,
148,20170131T135701,2017-01-31 13:57:01,,,,False,,,
149,20170201T133044,2017-02-01 13:30:44,,,,False,,,
150,20170204T135253,2017-02-04 13:52:53,,,,False,,,
151,20170205T132636,2017-02-05 13:26:36,,,,False,,,
152,20170208T134843,2017-02-08 13:48:43,,,,False,,,
153,20170209T132426,2017-02-09 13:24:26,,,,False,,,
154,20170211T141050,2017-02-11 14:10:50,,,,False,,,
155,20170212T134632,2017-02-12 13:46:32,,,,False,,,
156,20170215T140837,2017-02-15 14:08:37,,,,False,,,
157,20170216T134219,2017-02-16 13:42:19,,,,False,,,
158,20170219T140424,2017-02-19 14:04:24,,,,False,,,
159,20170220T133805,2017-02-20 13:38:05,0.1303984713888889,0.1303984713888889,0.1303984713888889,True,0.13753280598888887,0.1754780621428571,0.13753280598888887
160,20170223T140009,2017-02-23 14:00:09,,,,False,,,
161,20170224T133351,2017-02-24 13:33:51,,,,False,,,
162,20170227T135554,2017-02-27 13:55:54,,,,False,,,
163,20170228T133135,2017-02-28 13:31:35,,,,False,,,
164,20170303T135339,2017-03-03 13:53:39,0.11574239831092437,0.11574239831092437,0.12764062,True,0.22433666320840343,0.28023420102564106,0.16750178896666665
165,20170304T132720,2017-03-04 13:27:20,,,,False,,,
166,20170307T134923,2017-03-07 13:49:23,0.16885892,,,False,0.0062992126,,
167,20170308T132304,2017-03-08 13:23:04,,,,False,,,
168,20170310T141125,2017-03-10 14:11:25,,,,False,,,
169,20170311T134507,2017-03-11 13:45:07,,,,False,,,
170,20170314T140709,2017-03-14 14:07:09,,,,False,,,
171,20170315T134250,2017-03-15 13:42:50,,,,False,,,
172,20170318T140454,2017-03-18 14:04:54,,,,False,,,
173,20170319T133836,2017-03-19 13:38:36,,,,False,,,
174,20170322T140040,2017-03-22 14:00:40,,,,False,,,
175,20170323T133422,2017-03-23 13:34:22,0.13560009854166666,0.10396436,0.13560009854166666,True,0.1494313199527778,0.43464566749999994,0.11074422059032256
176,20170326T135626,2017-03-26 13:56:26,,,,False,,,
177,20170327T133008,2017-03-27 13:30:08,,,,False,,,
178,20170330T135213,2017-03-30 13:52:13,0.11032285035097493,0.10986053,0.11032285035097493,True,0.06371153435320336,0.06445880802447762,0.05681139359498433
179,20170331T132755,2017-03-31 13:27:55,,,,False,,,
180,20170403T135000,2017-04-03 13:50:00,0.10145252557860082,0.10145252557860082,0.13809626,True,0.32803603047489716,0.33883658095992547,0.13732283569999998
181,20170404T132342,2017-04-04 13:23:42,,,,False,,,
182,20170406T141206,2017-04-06 14:12:06,,,,False,,,
183,20170407T134548,2017-04-07 13:45:48,0.12773174686046512,0.12773174686046512,0.12817164,True,0.16685588589767442,0.17161513220975608,0.16331860838048778
184,20170410T140754,2017-04-10 14:07:54,,,,False,,,
185,20170411T134137,2017-04-11 13:41:37,0.10897648051836735,0.10897648051836735,0.15351420000000002,True,0.15708179228857144,0.1671995165791183,0.10897637745
186,20170414T140344,2017-04-14 14:03:44,,,,False,,,
187,20170415T133726,2017-04-15 13:37:26,,,,False,,,
188,20170415T133926,2017-04-15 13:39:26,,,,False,,,
189,20170418T135934,2017-04-18 13:59:34,,,,False,,,
190,20170418T140134,2017-04-18 14:01:34,,,,False,,,
191,20170419T133517,2017-04-19 13:35:17,,,,False,,,
192,20170422T135725,2017-04-22 13:57:25,0.08165360540528635,0.08165360540528635,0.08165360540528635,True,0.07750528927841412,0.07776461516902655,0.07581961287363635
193,20170423T133130,2017-04-23 13:31:30,,,,False,,,
194,20170426T135339,2017-04-26 13:53:39,0.07769952805357143,0.07769952805357143,0.12090213,True,0.1974128219732143,0.1955720223882353,0.357795282
195,20170427T132748,2017-04-27 13:27:48,0.08596715514285715,0.08574480599999999,0.08596715514285715,True,0.06929133900000002,0.06929133900000002,0.06929133900000002
196,20170430T134959,2017-04-30 13:49:59,0.0729024128919708,0.0729024128919708,0.12699974,True,0.19738145722218978,0.20509463419420787,0.20922384421428572
197,20170501T132408,2017-05-01 13:24:08,,,,False,,,
198,20170503T141208,2017-05-03 14:12:08,,,,False,,,
199,20170504T134618,2017-05-04 13:46:18,0.06977902255737706,0.06664632,0.06977902255737706,True,0.255169742295082,0.2746719147916667,0.24596925285714288
200,20170507T140827,2017-05-07 14:08:27,,,,False,,,
201,20170508T134237,2017-05-08 13:42:37,,,,False,,,
202,20170511T140447,2017-05-11 14:04:47,,,,False,,,
203,20170512T133857,2017-05-12 13:38:57,0.0856719979047619,0.07505112,0.12460098,True,0.2531683511904762,0.2566929092857143,0.24006999222222225
204,20170515T140106,2017-05-15 14:01:06,,,,False,,,
205,20170516T133516,2017-05-16 13:35:16,,,,False,,,
206,20170519T135725,2017-05-19 13:57:25,0.06365651827237354,0.06365651827237354,0.10993378,True,0.13732038272996108,0.13688132642767856,0.25826771625
207,20170520T133135,2017-05-20 13:31:35,0.07496253443243242,0.07496253443243242,0.07496253443243242,True,0.07916577961081081,0.07829021330285715,0.05151855984285714
208,20170523T135344,2017-05-23 13:53:44,,,,False,,,
209,20170524T132754,2017-05-24 13:27:54,0.080910675,,,False,0.16377953,,
210,20170527T135003,2017-05-27 13:50:03,0.06337185657098765,0.06337185657098765,0.06419264,True,0.05745115149753087,0.05881991978961038,0.05677718332508361
211,20170528T132412,2017-05-28 13:24:12,,,,False,,,
212,20170530T141212,2017-05-30 14:12:12,,,,False,,,
213,20170531T134622,2017-05-31 13:46:22,,,,False,,,
214,20170603T140831,2017-06-03 14:08:31,,,,False,,,
215,20170604T134240,2017-06-04 13:42:40,0.06494205286516853,0.056904815,0.0667745,True,0.027143236077528093,0.0251968503125,0.027644026235971224
216,20170607T140449,2017-06-07 14:04:49,,,,False,,,
217,20170608T133859,2017-06-08 13:38:59,,,,False,,,
218,20170611T140108,2017-06-11 14:01:08,0.07081678970731708,0.07081678970731708,0.07457503,True,0.1330516607804878,0.14395553470588235,0.0990694336969697
219,20170612T133517,2017-06-12 13:35:17,0.07700135781368822,0.042036198,0.0792993,True,0.17168348177186313,0.21102362,0.1654788494232558
220,20170615T135726,2017-06-15 13:57:26,0.06250110820391062,0.06250110820391062,0.06349681,True,0.1289051150620112,0.14567978906866666,0.10572105006713287
221,20170616T133135,2017-06-16 13:31:35,0.07852141632258064,0.06930143400000001,0.07852141632258064,True,0.11397979686352361,0.13330072858385095,0.10340707386666667
222,20170619T135344,2017-06-19 13:53:44,0.07331782736787565,0.07331782736787565,0.074977875,True,0.05085063835336788,0.055700571590410954,0.0487297576553459
223,20170620T132753,2017-06-20 13:27:53,0.07765819675813952,0.07765819675813952,0.07765819675813952,True,0.025372642233488372,0.025372642233488372,0.024283464431
224,20170623T135002,2017-06-23 13:50:02,,,,False,,,
225,20170624T132411,2017-06-24 13:24:11,,,,False,,,
226,20170626T141211,2017-06-26 14:12:11,,,,False,,,
227,20170627T134621,2017-06-27 13:46:21,0.07934581438623853,0.07934581438623853,0.14759973,True,0.11405042190458715,0.11591162684174758,0.15013123433333334
228,20170630T140829,2017-06-30 14:08:29,,,,False,,,
229,20170701T134239,2017-07-01 13:42:39,,,,False,,,
230,20170704T140447,2017-07-04 14:04:47,,,,False,,,
231,20170705T133856,2017-07-05 13:38:56,0.08991748592586751,0.042677085999999996,0.14115421,True,0.07648476067160884,0.21102362,0.2658267672
232,20170708T140105,2017-07-08 14:01:05,0.08260498166942148,0.08260498166942148,0.08260498166942148,True,0.0489880908,0.0489880908,0.04742936493109244
233,20170709T133514,2017-07-09 13:35:14,0.09581644582608695,0.07360455,0.097683646,True,0.14123017043478261,0.2267716466666667,0.13259842383333334
234,20170712T135723,2017-07-12 13:57:23,0.08059194709765626,0.05879086,0.08206427,True,0.08602362139570313,0.26078739539999996,0.07351373603624456
235,20170713T133132,2017-07-13 13:31:32,0.09219617324495678,0.09219617324495678,0.09219617324495678,True,0.08405001226340057,0.09059928581864952,0.07766395948401254
236,20170716T135341,2017-07-16 13:53:41,0.08604314272519084,0.07190161,0.08604314272519084,True,0.04241149214147582,0.05451682134909091,0.04105348870229885
237,20170717T132750,2017-07-17 13:27:50,0.09321338462248996,0.09321338462248996,0.09321338462248996,True,0.03640388289317269,0.03640388289317269,0.03535161517844827
238,20170720T135000,2017-07-20 13:50:00,0.08838892721109123,0.08774072,0.14543901,True,0.16851238766296958,0.16256667410584677,0.23602763833061227
239,20170721T132409,2017-07-21 13:24:09,,,,False,,,
240,20170723T141208,2017-07-23 14:12:08,,,,False,,,
241,20170724T134618,2017-07-24 13:46:18,0.08817175811956524,0.08817175811956524,0.14221625,True,0.0666894893728261,0.060647952934732824,0.21259842450000002
242,20170727T140827,2017-07-27 14:08:27,,,,False,,,
243,20170728T134236,2017-07-28 13:42:36,0.09328596163000931,0.080068365,0.09526658,True,0.059886549135135136,0.0941453741346939,0.05584219453216495
244,20170731T140445,2017-07-31 14:04:45,,,,False,,,
245,20170801T133854,2017-08-01 13:38:54,0.09750126193069307,0.09750126193069307,0.14965057,True,0.22159507220198021,0.24808643011627912,0.07559055226666667
246,20170804T140103,2017-08-04 14:01:03,,,,False,,,
247,20170805T133513,2017-08-05 13:35:13,0.08491871440476192,0.08491871440476192,0.08491871440476192,True,0.19290588495238095,0.19423591286407768,0.18826133032432432
248,20170808T135721,2017-08-08 13:57:21,0.08588286822411616,0.058845792,0.08588286822411616,True,0.06667859667361112,0.1285039364,0.06470738424594596
249,20170809T133131,2017-08-09 13:31:31,,,,False,,,
250,20170812T135339,2017-08-12 13:53:39,0.0784245566780822,0.0784245566780822,0.08153325,True,0.1863013683669276,0.19214946218210863,0.17773765931219512
251,20170813T132748,2017-08-13 13:27:48,0.0928589667327189,0.0928589667327189,0.09649342,True,0.06270183894101383,0.06296296221111111,0.05728130082527473
252,20170816T134957,2017-08-16 13:49:57,0.0792166733291327,0.0792166733291327,0.13434248,True,0.23445771835433654,0.23565578070324572,0.23149606
253,20170817T132406,2017-08-17 13:24:06,,,,False,,,
254,20170819T141214,2017-08-19 14:12:14,,,,False,,,
255,20170820T134615,2017-08-20 13:46:15,0.08187182235627531,0.060127567,0.08187182235627531,True,0.09378260874844806,0.11667237313043477,0.09089523586011732
256,20170823T140654,2017-08-23 14:06:54,,,,False,,,
257,20170823T140854,2017-08-23 14:08:54,,,,False,,,
258,20170824T134250,2017-08-24 13:42:50,0.08271153175098814,0.06049379,0.08431654,True,0.2328467809090909,0.26546681642857145,0.22511066452736317
259,20170827T140336,2017-08-27 14:03:36,,,,False,,,
260,20170828T133732,2017-08-28 13:37:32,0.07983032,,,False,0.28346455,,
261,20170831T140019,2017-08-31 14:00:19,,,,False,,,
262,20170901T133415,2017-09-01 13:34:15,0.13475449,,,False,0.0062992126,,
263,20170904T135702,2017-09-04 13:57:02,0.07137247510303031,0.07137247510303031,0.12410657,True,0.4124266255757576,0.42006635660377356,0.14068241
264,20170905T133058,2017-09-05 13:30:58,,,,False,,,
265,20170908T135346,2017-09-08 13:53:46,,,,False,,,
266,20170909T132743,2017-09-09 13:27:43,,,,False,,,
267,20170912T134832,2017-09-12 13:48:32,,,,False,,,
268,20170913T132429,2017-09-13 13:24:29,,,,False,,,
269,20170915T141122,2017-09-15 14:11:22,,,,False,,,
270,20170916T134518,2017-09-16 13:45:18,0.14520325875,0.14507279,0.14520325875,True,0.0078740157,0.0078740157,0.0078740157
271,20170919T140808,2017-09-19 14:08:08,,,,False,,,
272,20170920T134204,2017-09-20 13:42:04,0.11272507071714286,0.09513839999999998,0.12974639,True,0.24406748916171425,0.33835769785714287,0.06972082992272727
273,20170923T140454,2017-09-23 14:04:54,,,,False,,,
274,20170924T133851,2017-09-24 13:38:51,,,,False,,,
275,20170927T135940,2017-09-27 13:59:40,,,,False,,,
276,20170928T133537,2017-09-28 13:35:37,0.13564538715384614,0.10630818,0.14234443,True,0.06953361531538461,0.293543304,0.01619797515238095
277,20171001T135626,2017-10-01 13:56:26,0.12269358613375796,0.10729698,0.14494461,True,0.3072571313808917,0.4828949524468085,0.045194350742857145
278,20171002T133023,2017-10-02 13:30:23,0.11166112333333333,,,False,0.27086616,,
279,20171005T135312,2017-10-05 13:53:12,0.12965808003105592,0.099276714,0.13934141,True,0.15796938302981367,0.41388487929577467,0.07268322203247865
280,20171006T132709,2017-10-06 13:27:09,,,,False,,,
281,20171009T134957,2017-10-09 13:49:57,0.11571446864444446,0.08905911400000001,0.14333324,True,0.09903761980837605,0.3767716528125,0.09284491685217393
282,20171010T132354,2017-10-10 13:23:54,,,,False,,,
283,20171012T141046,2017-10-12 14:10:46,,,,False,,,
284,20171013T134642,2017-10-13 13:46:42,,,,False,,,
285,20171016T140730,2017-10-16 14:07:30,,,,False,,,
286,20171017T134126,2017-10-17 13:41:26,0.13850445388311688,0.111014135,0.15115207,True,0.1373146523038961,0.3599932946808511,0.031920048315384614
287,20171020T140413,2017-10-20 14:04:13,,,,False,,,
288,20171021T133809,2017-10-21 13:38:09,0.11460633841842104,0.0906888,0.1501999,True,0.22430169700684213,0.43006441727272726,0.14831782045454547
289,20171024T140056,2017-10-24 14:00:56,,,,False,,,
290,20171025T133451,2017-10-25 13:34:51,,,,False,,,
291,20171028T135737,2017-10-28 13:57:37,0.10505241777722772,0.09640187,0.13701591,True,0.34464800539207924,0.42552973276422756,0.05909261281904762
292,20171029T133132,2017-10-29 13:31:32,0.12311777272727274,0.11240578,0.13399456,True,0.10307802401818184,0.17637795266666664,0.041994750144444454
293,20171101T135217,2017-11-01 13:52:17,0.11767036837662337,0.11515244,0.16556291,True,0.2115655986431818,0.218176573032967,0.13692498895789473
