WKT,
"POLYGON ((-60.57861328125 -3.31601833816151,-60.5780982971191 -3.33881081178064,-60.5648803710937 -3.33726848058702,-60.5573272705078 -3.33915355171701,-60.5520057678223 -3.34001040103453,-60.5511474609375 -3.31190535453302,-60.5660820007324 -3.3153328420775,-60.5784416198731 -3.31670383377034,-60.57861328125 -3.31601833816151))"
