number_date,cams_val,pytime
1049965.7716666667,0.26877181558999585,2019-10-12 13:46:18
1050061.7094444444,0.136354804150717,2019-10-16 13:42:34
1050109.8591666666,0.14167623545154773,2019-10-18 13:51:33
1050205.7969444445,0.15355664021619342,2019-10-22 13:47:49
1050253.5847222223,0.187527172590102,2019-10-24 13:35:05
1050397.6727777778,0.16896404014534316,2019-10-30 13:40:22
1050421.8963888888,0.1742235943380248,2019-10-31 13:53:47
1050493.6105555557,0.17966877985515395,2019-11-03 13:36:38
1050517.8338888888,0.3127664394840741,2019-11-04 13:50:02
1050613.7713888888,0.12466003071051901,2019-11-08 13:46:17
1050997.5213888888,0.07503458997486412,2019-11-24 13:31:17
1051045.673611111,0.12360811987198272,2019-11-26 13:40:25
1051165.8327777777,0.33027766109029644,2019-12-01 13:49:58
1051261.7702777777,0.18301014369521051,2019-12-05 13:46:13
1051309.9230555557,0.08722438028025548,2019-12-07 13:55:23
1051357.7077777777,0.11748228616521228,2019-12-09 13:42:28
1051405.8605555557,0.08734813449655388,2019-12-11 13:51:38
1051453.6455555556,0.1055400042924175,2019-12-13 13:38:44
1051501.7983333333,0.08332612246685622,2019-12-15 13:47:54
1051549.5833333333,0.1055400042924175,2019-12-17 13:35:00
1051717.8952777777,0.08227421162831994,2019-12-24 13:53:43
1051813.8330555556,0.1252169246838617,2019-12-28 13:49:59
1051885.548888889,0.065876777968783,2019-12-31 13:32:56
