,str_date,dt.time,Oa08_mean,kde_flag,Oa08_kde_min,Oa08_kde_max
233,20170709T133514,2017-07-09 13:35:14,0.09581644582608695,True,0.07360455,0.097683646
234,20170712T135723,2017-07-12 13:57:23,0.08059194709765626,True,0.05879086,0.08206427
235,20170713T133132,2017-07-13 13:31:32,0.09219617324495678,True,0.09219617324495678,0.09219617324495678
236,20170716T135341,2017-07-16 13:53:41,0.08604314272519084,True,0.07190161,0.08604314272519084
237,20170717T132750,2017-07-17 13:27:50,0.09321338462248996,True,0.09321338462248996,0.09321338462248996
238,20170720T135000,2017-07-20 13:50:00,0.08838892721109123,True,0.08774072,0.14543901
239,20170721T132409,2017-07-21 13:24:09,,False,False,False
240,20170723T141208,2017-07-23 14:12:08,,False,False,False
241,20170724T134618,2017-07-24 13:46:18,0.08817175811956524,True,0.08817175811956524,0.14221625
242,20170727T140827,2017-07-27 14:08:27,,False,False,False
243,20170728T134236,2017-07-28 13:42:36,0.09328596163000931,True,0.080068365,0.09526658
244,20170731T140445,2017-07-31 14:04:45,,False,False,False
245,20170801T133854,2017-08-01 13:38:54,0.09750126193069307,True,0.09750126193069307,0.14965057
246,20170804T140103,2017-08-04 14:01:03,,False,False,False
247,20170805T133513,2017-08-05 13:35:13,0.08491871440476192,True,0.08491871440476192,0.08491871440476192
248,20170808T135721,2017-08-08 13:57:21,0.08588286822411616,True,0.058845792,0.08588286822411616
249,20170809T133131,2017-08-09 13:31:31,,False,False,False
250,20170812T135339,2017-08-12 13:53:39,0.0784245566780822,True,0.0784245566780822,0.08153325
251,20170813T132748,2017-08-13 13:27:48,0.0928589667327189,True,0.0928589667327189,0.09649342
252,20170816T134957,2017-08-16 13:49:57,0.0792166733291327,True,0.0792166733291327,0.13434248
253,20170817T132406,2017-08-17 13:24:06,,False,False,False
254,20170819T141214,2017-08-19 14:12:14,,False,False,False
255,20170820T134615,2017-08-20 13:46:15,0.08187182235627531,True,0.060127567,0.08187182235627531
256,20170823T140654,2017-08-23 14:06:54,,False,False,False
257,20170823T140854,2017-08-23 14:08:54,,False,False,False
258,20170824T134250,2017-08-24 13:42:50,0.08271153175098814,True,0.06049379,0.08431654
259,20170827T140336,2017-08-27 14:03:36,,False,False,False
260,20170828T133732,2017-08-28 13:37:32,0.07983032,False,False,False
261,20170831T140019,2017-08-31 14:00:19,,False,False,False
262,20170901T133415,2017-09-01 13:34:15,0.13475449,False,False,False
263,20170904T135702,2017-09-04 13:57:02,0.07137247510303031,True,0.07137247510303031,0.12410657
264,20170905T133058,2017-09-05 13:30:58,,False,False,False
265,20170908T135346,2017-09-08 13:53:46,,False,False,False
