Date,S3,MOD,MYD,VIR
2016-05-02,0.05821304177777778,0.09337406779661017,0.1061530303030303,0.09327330097087379
2016-05-06,0.09746419394438385,0.09337406779661017,0.1061530303030303,0.09327330097087379
2016-05-10,0.09683867039205703,0.08751678321678322,0.09288902077151336,0.0977
2016-05-14,0.095349297,0.08751678321678322,0.09288902077151336,0.0977
2016-05-18,0.09017719688481673,0.08262220982142857,0.07483333333333334,0.08529919999999999
2016-05-22,0.0841694786434159,0.08262220982142857,0.07483333333333334,0.08529919999999999
2016-05-26,0.09537711832926829,0.08602200704225352,0.08345931952662722,0.08459031007751938
2016-05-30,0.08680942665473144,0.08602200704225352,0.08345931952662722,0.08459031007751938
2016-06-06,0.08163377200379507,0.07911210121012101,0.07788656294200848,0.08370342465753425
2016-06-07,0.09204101312,0.07911210121012101,0.07788656294200848,0.08370342465753425
2016-06-10,0.0868426087241888,0.07993384332925337,0.0857421052631579,0.0927150406504065
2016-06-14,0.09243423486022515,0.07993384332925337,0.0857421052631579,0.0927150406504065
2016-06-18,0.09290710317391304,0.0836773002014775,0.08447298444130127,0.09282451361867704
2016-06-26,0.08659724243529413,0.07724146147736298,0.07813710575139148,0.07872972972972973
2016-06-29,0.07631077179861111,0.07724146147736298,0.07813710575139148,0.07872972972972973
2016-06-30,0.08395562308970589,0.07724146147736298,0.07813710575139148,0.07872972972972973
2016-07-04,0.08684215523573201,0.07515131313131314,0.07289437086092715,0.08009166666666666
2016-07-07,0.08967340811616162,0.07515131313131314,0.07289437086092715,0.08009166666666666
2016-07-11,0.09202446646559632,0.08411421188630491,0.08287736720554273,0.09330068493150685
2016-07-15,0.08678162474475525,0.08411421188630491,0.08287736720554273,0.09330068493150685
2016-07-19,0.08877388643786982,0.0775102985984156,0.07714834437086092,0.09390222222222222
2016-07-22,0.07952043921230768,0.0775102985984156,0.07714834437086092,0.09390222222222222
2016-07-23,0.08648771450140057,0.0775102985984156,0.07714834437086092,0.09390222222222222
2016-07-26,0.07828326448300282,0.0775102985984156,0.07714834437086092,0.09390222222222222
2016-07-27,0.08715946878149101,0.07443330308529945,0.07661316931982634,0.0785003717472119
2016-07-30,0.07323371735999999,0.07443330308529945,0.07661316931982634,0.0785003717472119
2016-07-31,0.07787957621666666,0.07443330308529945,0.07661316931982634,0.0785003717472119
2016-08-03,0.07731063358783784,0.07443330308529945,0.07661316931982634,0.0785003717472119
2016-08-07,0.07923234505019305,0.0728375116931712,0.0766949083503055,0.090952
2016-08-11,0.068802565492,0.0728375116931712,0.0766949083503055,0.090952
2016-08-15,0.08116488881016949,0.06850508474576271,0.07803429319371728,0.08378351648351648
2016-08-19,0.07864498029696969,0.06850508474576271,0.07803429319371728,0.08378351648351648
2016-08-23,0.0797585108235294,0.08011345381526104,0.08346090342679127,0.08769788732394367
2016-08-26,0.08089416503821138,0.08011345381526104,0.08346090342679127,0.08769788732394367
2016-08-30,0.07964103156164384,0.0843824,0.08050750000000001,0.09306627906976744
2016-09-07,0.08193242064312267,0.093354802259887,0.09369676470588235,0.10419615384615386
2016-09-18,0.08627880940169133,0.09568889578163771,0.09367769092002405,0.10742166666666667
2016-09-19,0.1051273026458333,0.09568889578163771,0.09367769092002405,0.10742166666666667
2016-09-22,0.08437506234338357,0.09435391095066185,0.09797750362844702,0.10046612021857924
2016-09-26,0.0877147165014045,0.09435391095066185,0.09797750362844702,0.10046612021857924
2016-09-30,0.09551649418518517,0.10311475409836067,0.11967237936772046,0.1502111111111111
2016-10-04,0.106152507,0.10311475409836067,0.11967237936772046,0.1502111111111111
2016-10-08,0.109195362615942,0.1174822,0.1314276699029126,0.11643187772925764
2016-10-12,0.1060394416666666,0.1174822,0.1314276699029126,0.11643187772925764
2016-10-15,0.1057813709047619,0.12590777279521673,0.122686295503212,0.13488351648351649
2016-10-19,0.1063096582134146,0.12590777279521673,0.122686295503212,0.13488351648351649
2016-10-23,0.1433227717857143,0.14827540983606557,0.13459878787878787,0.12405546218487395
2016-11-04,0.1217630909074074,0.12612951167728237,0.1368013157894737,0.13371904761904763
2016-11-11,0.1382889651201923,0.1331008064516129,0.1306951923076923,0.12100095238095239
2016-11-15,0.1076667340298507,0.1331008064516129,0.1306951923076923,0.12100095238095239
2016-11-19,0.1192116018132428,0.1432166666666667,0.14820368852459018,0.12100095238095239
2016-11-23,0.154193389090909,0.1432166666666667,0.14820368852459018,0.12100095238095239
2016-12-08,0.1101669344661654,0.1487916996047431,0.145701875,0.15558153846153847
2016-12-20,0.1566120170588235,0.17011875,0.1334360824742268,0.15036
2016-12-28,0.1702815484615385,0.14426531791907515,0.1364195652173913,0.14267529411764707
2017-01-16,0.17424696125,0.14897887931034484,0.12572,0.14973857142857144
2017-01-24,0.17260104,0.1693090909090909,0.1426279411764706,0.16278548387096772
2017-02-20,0.1303984713888889,0.12434626865671641,0.12202905982905984,0.12270222222222221
2017-03-03,0.1157423983109244,0.11061654135338347,0.10119578606158833,0.11142619047619048
2017-03-23,0.1356000985416667,0.1366140350877193,0.10504162895927602,0.11347421875
2017-03-30,0.1103228503509749,0.12137252252252251,0.11100445632798574,0.11125906040268456
2017-04-03,0.1014525255786008,0.12137252252252251,0.11100445632798574,0.11125906040268456
2017-04-07,0.1277317468604651,0.09431966463414634,0.09666329411764706,0.09891079812206573
2017-04-11,0.1089764805183673,0.09431966463414634,0.09666329411764706,0.09891079812206573
2017-04-22,0.08165360540528635,0.08307269461077844,0.08138206388206388,0.08091860465116278
2017-04-26,0.07769952805357143,0.082,0.07865358490566038,0.09274256756756756
