Date,S3,MOD,MYD,VIR
2016-05-14,0.154589989,0.14325441860465116,0.15388194444444445,0.1603925
2016-05-18,0.1370240414444445,0.12532631578947367,0.1308388888888889,0.12961292517006803
2016-06-06,0.1299028713636363,0.15306279069767442,0.12893922829581994,0.13484362416107384
2016-06-10,0.123679635631579,0.12385048355899418,0.12600512315270937,0.13650365853658536
2016-06-18,0.1142810007727273,0.12000995893223819,0.13958262626262627,0.1395121212121212
2016-06-26,0.1518508272,0.13033056872037915,0.14873142523364485,0.15796500000000002
2016-06-30,0.1531130281818182,0.13033056872037915,0.14873142523364485,0.15796500000000002
2016-07-04,0.1618079193333334,0.1399288782816229,0.137343928035982,0.13928245614035087
2016-07-07,0.1445743211111111,0.1399288782816229,0.137343928035982,0.13928245614035087
2016-07-11,0.147450183,0.12173528571428571,0.12323413516609394,0.1284388157894737
2016-07-15,0.1248370771797235,0.12173528571428571,0.12323413516609394,0.1284388157894737
2016-07-19,0.0729856284,0.11212678899082569,0.11753409610983981,0.1224908536585366
2016-07-27,0.1103251249534884,0.11102682403433475,0.11946138353765325,0.12440147783251232
2016-07-30,0.101350404706422,0.11102682403433475,0.11946138353765325,0.12440147783251232
2016-08-03,0.098931806112,0.11102682403433475,0.11946138353765325,0.12440147783251232
2016-08-07,0.1092267594840764,0.11585732430143947,0.11576424581005587,0.11995182186234818
2016-08-11,0.09508026628333334,0.11585732430143947,0.11576424581005587,0.11995182186234818
2016-08-15,0.1068407352681564,0.11349679802955666,0.11840387596899225,0.13008278388278388
2016-08-19,0.09891191281896553,0.11349679802955666,0.11840387596899225,0.13008278388278388
2016-08-30,0.06109139961983472,0.12614098360655737,0.11717485714285715,0.12526836734693877
2016-11-19,0.106406103173913,0.10686322188449848,0.12122083333333332,0.12361666666666668
2016-11-23,0.08557215857142857,0.10686322188449848,0.12122083333333332,0.12361666666666668
2017-01-24,0.1666208911111111,0.14815701754385963,0.15680757575757576,0.17461875
2017-03-23,0.1630110136363636,0.15164285714285713,0.15078269794721408,0.1480448275862069
2017-04-07,0.1239631383333333,0.1369520930232558,0.1402,0.14217575757575757
2017-04-11,0.106605735,0.1369520930232558,0.1402,0.14217575757575757
2017-04-27,0.1587832325,0.15357462686567164,0.14021285714285714,0.14917203389830508
2017-05-04,0.1005204607692307,0.14371723076923076,0.14205504587155962,0.14063395061728395
2017-05-24,0.1575877269230769,0.14967139303482585,0.12585734989648034,0.13758063583815028
2017-05-27,0.1262873393730159,0.12070062056737588,0.13543833671399594,0.1381952380952381
2017-05-28,0.1347361715,0.12070062056737588,0.13543833671399594,0.1381952380952381
2017-06-04,0.14631533,0.12600738007380075,0.17702307692307692,0.1394534090909091
2017-06-16,0.1580933946153846,0.1315320137693632,0.1386385,0.14745391304347827
2017-06-19,0.101265965,0.1311884938590821,0.12470637119113574,0.1337761904761905
2017-06-24,0.13995667,0.1311884938590821,0.12470637119113574,0.1337761904761905
2017-07-01,0.1004227738235294,0.12904308681672025,0.13614193548387096,0.14503739130434784
2017-07-09,0.1279675985714286,0.12068705148205928,0.12809500000000001,0.13781142857142856
2017-07-16,0.1313558873823529,0.12053453453453453,0.12142484472049689,0.12353059360730595
2017-07-20,0.157295451,0.12457292700212615,0.12644644243208278,0.13948976377952757
2017-07-24,0.1165036093684211,0.12457292700212615,0.12644644243208278,0.13948976377952757
2017-07-28,0.14598983,0.12701225680933853,0.12481661931818182,0.14837837837837836
2017-08-01,0.13497879,0.12701225680933853,0.12481661931818182,0.14837837837837836
2017-08-09,0.1532003042857143,0.11985978742249778,0.12526656418139892,0.1399233009708738
2017-08-13,0.1219061886666667,0.11913691460055097,0.12803021868787276,0.12589408284023668
2017-08-16,0.1108540724588236,0.11913691460055097,0.12803021868787276,0.12589408284023668
2017-08-20,0.1127119464193548,0.11913691460055097,0.12803021868787276,0.12589408284023668
2017-08-24,0.1097255420558139,0.12232418397626113,0.12442433264887064,0.14351192052980133
2017-08-28,0.09768864236363638,0.12232418397626113,0.12442433264887064,0.14351192052980133
2017-09-01,0.1006267432727273,0.10343591397849461,0.11262439024390244,0.13287464788732395
2017-09-20,0.09627458164077671,0.14610363636363635,0.12638091603053436,0.1257625
2017-09-24,0.1708975522222222,0.13460758620689656,0.16350886075949367,0.1609595238095238
2017-10-02,0.1331904075,0.11903929121725733,0.163934375,0.16187666666666667
2017-10-10,0.116866818125,0.11115956112852664,0.14665869565217393,0.13531836734693878
2017-10-17,0.1002604271666667,0.1580741293532338,0.16588591549295775,0.177525
2018-01-06,0.163933228,0.17314814814814816,0.15549115044247788,0.15082777777777778
2018-01-10,0.182958465,0.17314814814814816,0.17246379310344828,0.157575
2018-03-01,0.1275527236,0.14220242718446602,0.13145066666666666,0.14436503759398497
2018-04-28,0.1119047658611111,0.11597328244274809,0.10491738437001595,0.11330499999999999
2018-05-02,0.11080584625,0.11200963855421688,0.10146631355932204,0.11322088607594938
2018-05-17,0.0825615079047619,0.10149179755671901,0.10018532110091743,0.10828019801980197
2018-05-21,0.1128171646,0.10149179755671901,0.10018532110091743,0.10828019801980197
2018-05-25,0.1030671129322034,0.11763376623376623,0.1124377245508982,0.10958235294117646
2018-06-02,0.1247981705384615,0.10341188118811881,0.11557862232779098,0.11685309734513273
2018-06-13,0.11527070240625,0.11006005132591959,0.11143015151515151,0.11324021739130435
2018-06-17,0.1209390797142857,0.11006005132591959,0.11143015151515151,0.11324021739130435
2018-06-25,0.1337187355319149,0.11278660986001217,0.12764220183486238,0.1358492537313433
